username,text,sentimental
Fazal Ahamed,"Apple iPhone 7 Plus (128GB) USA ????

?? Last Shipment of This Year ??

? 100% Brand New Condition
? Factory Unlocked
? Full Set with Box ??
? 128GB Storage
? Battery Health 95%
? All Colors Available ??

????? ????? ???? ?????? 100% ?? ? ?? ?????? ??????? ???? ??? ???????? ???????? ????? ?????? ????.

???????? ??????????? ?? ??????? ???? ????? ??????
??
iWorld
No.01
St Yehiya Road
Matara.

?? Phone to Phone Replacement Warranty !!
?? LIFE TIME Softwere Warranty !!

???????????????????
???? ????? ????? ?? ????? ?????? ????????? ????? ?????? ???? ??? ??????..??

?? Call : 0767176663 | 0412244663
???????????????????

Location : Matara ??

?? Delivery Can be Arranged (Condition Apply)??

-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\
???? VISA & MASTER CARD PAYMENTS ACCEPTED ????
-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\

?? ?? ??????? ?????? ?? ???? ?????????????????

#StaySafe #StayHome",negative
Apple&IOS,"Will Apple iPhone 14 Get A 120Hz Display And 6GB RAM Support?

ENCYCLOPEDIAHUB.COM
Will Apple iPhone 14 get a 120Hz display and 6GB RAM support?",neutral
Bruce Burke,"In April 2010, Apple's Steve Jobs wrote a blistering open letter headlined Thoughts On Flash, in which he laid out why Apple would not let Flash run on iPhones and iPads.

Flash, he argued, was cumbersome to use_ョ__村 on a touchscreen, unreliable, a security threat and a drain on battery life.

He said videos and animations could instead be delivered with HTML5, and other open technologies, making Flash redundant on a smartphone or tablet.

#Apple #Flash #RIP #HTML5 #FTW #Jobs #Steve #Applefanboi #Junk



BBC.COM
Adobe Flash Player is finally laid to rest",negative
Norman Gaither,I just got the 12 pro max from the 10R,negative
Rami Maher,"Of course, there are other products like the AirTags, Apple TV and different iPad models on schedule, but their release dates are unclear. What product are you most looking forward to?",negative
Marko ?or?evi?,"Happy New Year friends. Best wishes
- Digital Markings channel #DigitalMarkings #applefan #apple #HappyNewYear",positive
Rami Maher,And you thought the original AirPods Max were overpriced...!?,negative
Mac Planet,"May your New Year bring you reasons to smile
.

.

.

.
.

.

.

.

.

.

.

.

.
#macplanet #apple #services #appleserviceinbangalore #appleservice #bangalore
#newyear #newyears #happynewyear #party #newyearsresolution #instagood #newyearsday #photooftheday #newyearscelebration #celebration #celebrate #newyearsparty #goals #fireworks #christmas #newyearseveparty #photography #newyearnewme #Holidays",neutral
Marko ?or?evi?,"Is that so? Somehow, I am failing to express enthusiasm... what do yo guys think?

https://9to5mac.com/2020/12/31/1b-intel-investor-says-chipmaker-must-try-to-win-back-apples-business/ #applesilicon #intel #digitalmarkings

9TO5MAC.COM
Intel investor says chipmaker must try to win Apple back - 9to5Mac",negative
Bruce Burke,"?? 9 out of 10 smartphones activated on December 25, 2020 are Apple iPhones according to Flurry.??

Jon Prosser of FPT also clears up the misinformation circulating about forthcoming AirPods ??

#Apple #Activations #iPhone12 #FTW #Applefanboi #TopTen #iOS14 #iOS



YOUTUBE.COM
iPhone 13 - HERE YOU GO! *almost* CONFIRMED ??",negative
Bruce Burke,"Aaron from Zollotech reviews the Apple 2020 M1 MacBook Pro, one month later. ??

He compares editing video on this 13_ laptop to his 2019 Mac Pro a full-sized workstation. ??

It__ amazing how fast, and smooth this_ョ__村 little powerhouse is, compared with Intel models at the same price point.

#Apple #Applefanboi #Silicon #M1 #MacBookPro #Editing #FTW #UMA #Performance



YOUTUBE.COM
M1 MacBook Pro - One Month Later (Mac Pro on the Go)",negative
Ryan Revier,"The judge rules Corellium__ product was fair use

THEVERGE.COM
Apple loses early challenge in virtualization copyright claim",negative
Bruce Burke,"This should be instituted across the US - This is key to our recovery.

Covid-19 vaccine recipients in Los Angeles County, a major virus hot spot, will be offered a digital record that will help ensure they get_ョ__村 a second shot and could, eventually, be used to gain access to concert venues or airline flights.

The offering is being provided starting this week through a partnership with the startup Healthvana. It__ initially geared toward ensuring people receive both doses of the two-shot regimens that have been authorized in the U.S., including through follow-up notifications before a second appointment.

It will also give recipients a way to verify they have been vaccinated, which they can put into an Apple Wallet or competing Google platform __o prove to airlines, to prove to schools, to prove to whoever needs it,_ said Healthvana Chief Executive Officer Ramin Bastani.

#Apple #Covid #Vaccine #Verify #Applefanboi #Healthvana #FTW



BLOOMBERG.COM
Los Angeles Vaccine Recipients Can Put the Proof in Apple Wallet",negative
Anas Tech,"?? Prototype from #Apple. Designed by Steve Wozniak's friend, Steve Jobs. 1976

Beginnings always make steps to success ??

#Anas_Tech",neutral
Marko ?or?evi?,"Apple is going beyond with new patents. Doesn't mean it will happen thou.
https://www.macrumors.com/2020/12/29/apple-researching-keyboards-with-displays-on-keys/
#applekeyboard #apple #digitalmarkings #applefan #applepatents #digitalnamarkiranja #youtuber

MACRUMORS.COM
Apple Researching Keyboards With Adaptive Displays on Each Key",negative
Rami Maher,"Apple__ latest iPad with 128GB of storage is $50 off of its usual $430 price. This isn__ the first time we__e seen this discount, but it__ worth checking out now if you need to pick one up. Amazon is offering_ョ__村 the same deal, but at the time of publishing, it__ sold out of the silver color and all 128GB models won__ ship until February.

This iPad model is visually identical to the previous generation, but it has a much faster A12 Bionic processor to make it more future-proofed.

At BestBuy:

APPLE IPAD (2020)
$380 ( $430 12% off )

Apple__ new eighth-generation iPad with 128GB of storage looks exactly like the previous iteration, but it has a faster A12 Bionic processor.",negative
Bruce Burke,"I really love the ability to make and accept phone calls using Apple Watch.

I don__ think I would use it for a business call or a meeting.

But, for casual conversations, or a quick call, it__ great.

It wasn___ョ__村 one of the selling points, so it__ an added bonus.

When I__ at home, I now have the ability to take a call from my MacBook, iPad, iPhone, AirPods, HomePods, and Apple Watch.

About the only thing missing is an integrated webcam for FaceTime via Apple TV 4K using AirPods or HomePods for audio.

Maybe in the upcoming version of Apple TV, rumored to be be released in early 2021.

Review coming soon, just gotta finish these rings. ??

#Apple #AppleWatch #Cellular #watch #Call #Phone #Wireless #Applefanboi #Connected #FTW",negative
IPhonefix Ilab,"iPhone fix Training canter and LaB admission open
Calss 1 January INSHALLAH

??Office # 16-17, Second Floor Hassan Tower Near Hafeez Center Gulberg III, Lahore Pakistan ????
WhatsApp contact +923217082588",neutral
Ryan Revier,"A new sketchy rumor based on some images of what could be new hardware for the next-gen AirPods Pro has surfaced. The speculation about two sizes for AirPods Pro 2 comes from Mr white. He doesn't have a very_ョ__村 reliable track record but has had access to unreleased Apple hardware and predicted some things correctly in the past....

https://9to5mac.com/2020/12/29/airpods-pro-2-two-sizes-rumor/

9TO5MAC.COM
Sketchy rumor suggests second-generation AirPods Pro could come in two sizes - 9to5Mac",negative
Eddie Paoletti,"Best Budget Iphone for 2021.....The Winner Is

YOUTUBE.COM
Best Budget Iphone To Buy In 2021 - Top 2 Picks",positive
Tony Cai,"https://www.amazon.com/dp/B08NC78HMB?ref=myi_title_dp&th=1
Save 5% with coupon on iPhone 11 Silicone Case

AMAZON.COM
FRIFLY iPhone 11 Silicone Case Shockproof Anti-Scratch Anti-slip Full Body Drop Protection with Microfiber Cloth Lining Cushion, Soft Gel Rubber Slim Bumper Cover Enhanced Camera and Screen Protection",negative
Angelo Carlino,"Airpods pro max einfach anschreiben
Mit Rechnung und Garantie
Aus der USA",neutral
Apple&IOS,"Will Apple iPhone 14 Get A 120Hz Display And 6GB RAM Support?

ENCYCLOPEDIAHUB.COM
Will Apple iPhone 14 get a 120Hz display and 6GB RAM support?",neutral
Bruce Burke,"Getting closer to the final version of the hero image for the next blog post.

Apple Watch SE & Apple Fitness+App will be the subject of the review.

#Apple #AppleWatch #FitnessPlus #Applefanboi #Workout #App #FTW #Watch #Faces #Bands #Artwork",negative
Ryan Revier,"Apple released HomePod Software version 14.3 for the HomePod and HomePod mini earlier this month, and we__e now learned that it includes a small but notable change for the latter of Apple__ two smart speakers._ョ__村 With version 14.3, HomePod mini can now be powered by an 18W charger for the first time....

https://9to5mac.com/2020/12/28/homepod-mini-18w-charger/

9TO5MAC.COM
HomePod mini adds support for 18W power adapters with 14.3 software update - 9to5Mac",negative
Ryan Revier,"MACRUMORS.COM
AAPL Opened at All-Time High, Shares Have Risen Nearly 150% Since Late March",negative
Fazal Ahamed,"Apple iPhone 7 (128GB) USA ????

?? Last Shipment of This Year ??

? 100% Brand New Condition
? Factory Unlocked
? Full Set with Box ??
? 128GB Storage
? Battery Health up to 95%
? All Colors Available ??

????? ????? ???? ?????? 100% ?? ? ?? ?????? ??????? ???? ??? ???????? ???????? ????? ?????? ????.

???????? ??????????? ?? ??????? ???? ????? ??????
??
iWorld
No.01
St Yehiya Road
Matara.

?? Phone to Phone Replacement Warranty !!
?? LIFE TIME Softwere Warranty !!

???????????????????
???? ????? ????? ?? ????? ?????? ????????? ????? ?????? ???? ??? ??????..??

?? Call : 0767176663 | 0412244663
???????????????????

Location : Matara ??

?? Delivery Can be Arranged (Condition Apply)??

-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\
???? VISA & MASTER CARD PAYMENTS ACCEPTED ????
-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\

?? ?? ??????? ?????? ?? ???? ?????????????????

#StaySafe #StayHome",negative
Allodial Marius,"My New iPhone 12 Pro 7000 mAh Battery Case Unboxing & Review | Engineered Especially For The iPhone! https://youtu.be/lv4PI79nACA

#iPhone12 #iphone12pro #iPhone12Series #iphone12accessories #iphone12batterycase

YOUTUBE.COM
My New iPhone 12 Pro 7000 mAh Battery Case Unboxing & Review | Engineered Especially For The iPhone!",neutral
Allodial Marius,"My New iPhone 12 Pro 7000 mAh Battery Case Unboxing & Review | Engineered Especially For The iPhone! https://youtu.be/lv4PI79nACA

#iPhone12 #iphone12pro #iPhone12Series #iphone12accessories #iphone12batterycase

YOUTUBE.COM
My New iPhone 12 Pro 7000 mAh Battery Case Unboxing & Review | Engineered Especially For The iPhone!",neutral
Bruce Burke,"I__e had these wooden stands for a long time, & have used them to display candles & tchotchkes. ??

But, they__e perfect for my new HomePods.

By not placing them on a shelf or tabletop, I get a better dynamic range of audio. ??

#Apple #SpatialAudio #W1 #Applefanboi #DolbyAtmos",negative
Rami Maher,Apple air pod mad vs Sony WH-1000XM4 ????,negative
Rami Maher,"The difference 38 years makes!
1982 GRiD Compass (first ever laptop) vs. 2020 Apple MacBook Air.",negative
Bruce Burke,"Finished the basic color blocking out for the next blog post illustration.

I__l be reviewing the Apple Watch SE.

I bought it to use with the new Apple Fitness+ App, but have found it useful for so much more.

At_ョ__村 61, I feel it__ important to focus on my health to avoid future problems.

I__l be adding more details to the drawing while I use this new wellness service, and write the blog post.

#Apple #FitnessPlus #AppleTV4K #Applefanboi #AppleWatch #FTW #Music #Workout #Rings #Trainer",negative
Bruce Burke,"?? Put the brakes on all the Apple Car rumors.

It__ time to flip to folding iPhones, says the recently engaged, Jon Prosser in a FPT exclusive. Congratulations! ??

No plans for pectin powered velocipedes in the works. ??

#Apple #Folding #iPhone14 iPhone #Applefanboi #Fold #Flip #Hinges



YOUTUBE.COM
iPhone Flip - The Real Folding iPhone? (EXCLUSIVE)",negative
Chamod Dulshan,"New Offer prices For iphones Full set Box??????
***************************************

Iphone 11 pro max 64GB (USA????) = Rs 179500/=
Iphone SE 2 128GB (Applecare) = Rs 89500/=
Iphone X 256GB (USA????) = Rs_ョ__村 112000/=
Iphone 8 plus RED 256GB (USA????) = Rs 96500/=
Iphone 8 Plus 64GB (USA????) = Rs 84500/=
Iphone 8 64GB (USA????) = Rs 63990/=
Iphone 7 plus 128GB (USA????) = Rs 72990/=
Iphone 7 128GB (USA????) = Rs 48990/=
Iphone 6s plus 32GB (USA????) = Rs 42990/=
Iphone 6s 128GB (USA????) = Rs 39490/=
Iphone 6s 64GB (USA????) = Rs 35990/=
Iphone 6s 32GB (Applecare????) = Rs 41990/=

???? Free 2500/= gift package Free for any iphone you get on this season??????

???????????????????====
?? VISA & MASTER CARD PAYMENTS ACCEPTED ????
-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\
? Delivery can be arranged ??

Call us for more details ????
??Location : iMART Phone Shop Matara ??
*Visit our Showroom on everyday at [9.30 AM- 7.00 PM]

?? Visit our Web - http://imartphoneshop.lk

NO 02, New Shopping complex, Medagoda,Matara.",neutral
Rami Maher,The difference 37 years makes. Motorola in 1983 vs. Apple in 2020!,negative
??? ?????,"https://www.youtube.com/watch?v=5CQMsfRyRiI&t=4s im invite you to watch my video i did between this two amazing iPhone.

YOUTUBE.COM
iPhone 12 Mini VS iPhone 5s: Camera Test - Review - Design - Setup",neutral
Ryan Revier,"No, you can't charge #Apple #AirPods without a #case. There's a lot of peculiar advice online about charging AirPods, #AirPodsPro and their case, so here is exactly what actually works.

APPLEINSIDER.COM
How to charge AirPods and AirPods Pro | AppleInsider",negative
Apple&IOS,"Will Apple iPhone 14 Get A 120Hz Display And 6GB RAM Support?

ENCYCLOPEDIAHUB.COM
Will Apple iPhone 14 get a 120Hz display and 6GB RAM support?",neutral
Rami Maher,Would you ever dare to do this with your iPhone?,negative
Rami Maher,IPhone 12 Pro Max ?? Huawei Mate Rs 40,negative
Nitin Chawla,"https://www.youtube.com/watch?v=MWgVGcpQRnM

YOUTUBE.COM
IPHONE 12 PRO MAX UNBOXING & REVIEW.",neutral
Nitin Chawla,"https://www.youtube.com/watch?v=tlgPy8GaGTc

YOUTUBE.COM
IPHONE 12PRO MAX & IOS 14 -BEST TIPS & TRICKS",neutral
Ryan Revier,"This privacy notifications feature has started rolling out for some users.

CULTOFMAC.COM
iOS 14 privacy tracking feature rolling out for iOS 14.4 beta users | Cult of Mac",neutral
Ryan Revier,"New details on what Apple is considering for its laptops have been published.

In a patent titled __evice Having Integrated Interface System_, Apple details a new style of keyboard that could be both detachable_ョ__村 and have capacative touch sensors, as well as a wireless charging pad to top up portable devices.

Jack Purcher reports, starting with the keyboard:

_...a possible futuristic MacBook that includes a transparent, dielectric input surface integrated with the enclosure of the device that could be formed at least partially from glass, ceramic and/or a plastic.

The design will allow the face of the MacBook to support either a virtual keyboard or a physical keyboard that could magnetically align and attach to the keyboard area.

The keys would also be able to receive touch inputs so that the user could draw a line or other figure simply by touching the screen in touch mode.""

#Apple #Touch #MacBook #Input #Applefanboi #Keyboard #Screen #MagSafe #Magnetic #Magnets

",negative
_400706.111111l&__tn__=%2AsH-R&paipv=0&eav=AfYPkYmScLqL_9zuqNP6-QlQYEGQArZSQuY8DwPgTX90v0Yd_g6x8YTrIVie3nvG1mk',1.00E+14,negative
Bruce Burke,"This comes only weeks after Xiaomi derided Apple for the same act.

Not long after Apple launched the iPhone 12 line, Xiaomi tweeted that it ""didn't leave anything out of the box"" in regard to its own Mi 10T.

_ョ__村 Xiaomi isn't alone in taunting Apple in this matter, then reversing course.

Samsung too touted its in-box charger on social media before removing the offending post and back-peddling to not include a charger on the S21.

#Apple #Leader #Charger #Power #PowerAdapter #Applefanboi #Xiaomi #Samsung #Hypocritical



APPLEINSIDER.COM
After mocking Apple, Xiaomi also omits charger from upcoming Mi 11 flagship | AppleInsider",negative
Bruce Burke,"The Pretender__ song, It__ a thin line, between love & hate seems to be relevant here. ?? / ??

@theMrMobile shares that he hates how much he loves the Apple AirPods Max. ??

???? Pros & Cons ????

#Apple #AirPodsMax #Review #Applefanboi #SpatialAudio #H1



YOUTUBE.COM
I Hate How Much I Love The Airpods Max",negative
IStore ByHassan,"MacBook Pro Mid 2014
15 inches,
2.8Ghz QuadCore intel
Core: i7,
Ram: 16GB
Hard (SSD) : 500GB
Graphic Card: 2 GB
Like new machine Condition is Neat.
10/10,
Genuine machine with Genuine Charger, not even single time used._ _ョ__村
Came from the USA
Cycle Count: 20 only.
Final price: 149k
https://wa.me/message/WIIG6TCHV4WLH1
( No bargain, please don__ waste time)
(Two-weeks backup, money-back warranty)
Location: Lums university
Whatsapp only, No call, No message:.
03366494900",negative
